X,Y,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
-11168609.2423,4361932.2037,74164,306086,UNKNOWN306086,DARROUZETT,TX,79034,SUBSTATION,IN SERVICE,LIPSCOMB,48295,USA,36.444317009,-100.329323847,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/24 00:00:00+00,UNVERIFIED,2018/09/24 00:00:00+00,1,-999999.0,-999999.0,N,N
-10931233.4851,3024633.8045,74165,306087,UNKNOWN306087,PHARR,TX,78577,SUBSTATION,IN SERVICE,HIDALGO,48215,USA,26.206132401,-98.196941139,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/06 00:00:00+00,IMAGERY,2017/03/06 00:00:00+00,2,138.0,69.0,Y,Y
-10623601.8906,3477194.4178,74166,306088,EUREKA REIT,HOUSTON,TX,77008,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.7947527970001,-95.4334395069999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,4,138.0,69.0,N,N
-11101674.7374,3821119.6373,74168,306090,UNKNOWN306090,ABILENE,TX,79602,SUBSTATION,NOT AVAILABLE,TAYLOR,48441,USA,32.439337229,-99.7280409589999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,1,69.0,-999999.0,Y,N
-10885309.7235,3541302.9227,74169,306091,AUSTIN DAM,AUSTIN,TX,78703,SUBSTATION,IN SERVICE,TRAVIS,48453,USA,30.293269837,-97.78440097,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/03 00:00:00+00,IMAGERY,2017/05/03 00:00:00+00,2,138.0,69.0,N,N
-10481097.6609,3957455.0328,74170,306092,UNKNOWN306092,TEXARKANA,TX,75503,SUBSTATION,IN SERVICE,BOWIE,48037,USA,33.466994809,-94.1533022309999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/27 00:00:00+00,UNVERIFIED,2018/08/27 00:00:00+00,1,-999999.0,-999999.0,N,N
-11225055.857,3833095.5365,74171,306093,UNKNOWN306093,HERMLEIGH,TX,79526,SUBSTATION,NOT AVAILABLE,SCURRY,48415,USA,32.5300858090001,-100.836392414,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,1,345.0,69.0,Y,Y
-11379643.8824,3719142.7,74173,306095,UNKNOWN306095,ODESSA,TX,79766,SUBSTATION,NOT AVAILABLE,MIDLAND,48329,USA,31.6629061090001,-102.225080274,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,1,138.0,69.0,Y,Y
-11374580.5912,3668441.3494,74174,306096,UNKNOWN306096,MC CAMEY,TX,79752,SUBSTATION,NOT AVAILABLE,UPTON,48461,USA,31.274435576,-102.179595955,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/05/09 00:00:00+00,IMAGERY,2018/05/09 00:00:00+00,0,-999999.0,-999999.0,N,N
-11250841.9906,3855493.0086,74175,306097,UNKNOWN306097,SNYDER,TX,79549,SUBSTATION,NOT AVAILABLE,SCURRY,48415,USA,32.699558998,-101.068033194,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,0,138.0,13.8,Y,Y
-10763135.9345,3757907.1681,74176,306098,UNKNOWN306098,PURDON,TX,76679,SUBSTATION,NOT AVAILABLE,NAVARRO,48349,USA,31.9588264240001,-96.6868951499999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY/OTHER,2018/01/02 00:00:00+00,1,138.0,-999999.0,Y,N
-11356210.5739,3757323.0695,74177,306099,UNKNOWN306099,MIDLAND,TX,79706,SUBSTATION,IN SERVICE,MIDLAND,48329,USA,31.9543745710001,-102.014575282,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/18 00:00:00+00,IMAGERY,2017/04/18 00:00:00+00,2,138.0,69.0,N,N
-10511246.7734,3611558.3648,74178,306100,TURKEY CREEK,DOUCETTE,TX,75938,SUBSTATION,IN SERVICE,TYLER,48457,USA,30.836690166,-94.424136317,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/15 00:00:00+00,IMAGERY,2017/05/15 00:00:00+00,2,138.0,69.0,N,N
-10757140.061,3935918.7354,74180,306102,UNKNOWN306102,MCKINNEY,TX,75071,SUBSTATION,IN SERVICE,COLLIN,48085,USA,33.3054564280001,-96.6330333019999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,3,138.0,69.0,Y,Y
-11179429.7786,3690897.4586,74181,306103,UNKNOWN306103,SAN ANGELO,TX,76903,SUBSTATION,NOT AVAILABLE,TOM GREEN,48451,USA,31.446691715,-100.426526379,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,0,69.0,-999999.0,Y,N
-10891303.2087,3574234.5796,74182,306104,BLOCKHOUSE,LEANDER,TX,78641,SUBSTATION,IN SERVICE,WILLIAMSON,48491,USA,30.548372575,-97.8382413639999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/01/10 00:00:00+00,IMAGERY,2017/01/10 00:00:00+00,2,138.0,69.0,N,N
-10546913.6122,3926605.6159,74185,306107,UNKNOWN306107,OMAHA,TX,75571,SUBSTATION,IN SERVICE,MORRIS,48343,USA,33.235508155,-94.744536981,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/04 00:00:00+00,IMAGERY/OTHER,2018/01/04 00:00:00+00,2,69.0,-999999.0,Y,N
-10881728.7473,3058858.1624,74186,306108,UNKNOWN306108,RAYMONDVILLE,TX,78580,SUBSTATION,IN SERVICE,WILLACY,48489,USA,26.4816457320001,-97.752232513,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/11 00:00:00+00,IMAGERY,2017/04/11 00:00:00+00,3,138.0,69.0,N,N
-10777204.154,3921653.6827,74188,306110,FRISCO,FRISCO,TX,75033,SUBSTATION,IN SERVICE,COLLIN,48085,USA,33.198292742,-96.813272116,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,5,138.0,69.0,N,N
-10830121.818,3850459.3298,74189,306111,UNKNOWN306111,FORT WORTH,TX,76140,SUBSTATION,NOT AVAILABLE,TARRANT,48439,USA,32.6614990080001,-97.2886395799999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,2,138.0,69.0,Y,Y
-10859480.4917,3728009.1761,74190,306112,UNKNOWN306112,VALLEY MILLS,TX,76689,SUBSTATION,NOT AVAILABLE,BOSQUE,48035,USA,31.7306746240001,-97.552373033,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/08 00:00:00+00,IMAGERY/OTHER,2018/01/08 00:00:00+00,3,69.0,-999999.0,Y,N
-10818381.3423,3699237.6971,74191,306113,UNKNOWN306113,WACO,TX,76710,SUBSTATION,IN SERVICE,MCLENNAN,48309,USA,31.510587496,-97.1831730919999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/08/27 00:00:00+00,IMAGERY,2015/08/27 00:00:00+00,4,138.0,69.0,Y,Y
-10863501.5696,3923808.7047,74192,306114,UNKNOWN306114,DECATUR,TX,76234,SUBSTATION,NOT AVAILABLE,WISE,48497,USA,33.214490389,-97.58849499,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/01/18 00:00:00+00,IMAGERY,2017/01/18 00:00:00+00,5,138.0,69.0,Y,Y
-10604902.0637,3466982.9475,74194,306116,HARRISBURG,HOUSTON,TX,77012,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.71511581,-95.265456104,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,4,345.0,69.0,N,N
-10817729.5836,3730030.32,74195,306117,UNKNOWN306117,GHOLSON,TX,76691,SUBSTATION,NOT AVAILABLE,MCLENNAN,48309,USA,31.746115762,-97.177318244,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/08/27 00:00:00+00,IMAGERY,2015/08/27 00:00:00+00,0,345.0,69.0,Y,Y
-11149468.1602,3964384.9364,74196,306118,UNKNOWN306118,PADUCAH,TX,79248,SUBSTATION,IN SERVICE,KING,48269,USA,33.518910411,-100.157376581,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,2,138.0,-999999.0,Y,N
-10858066.1066,3539007.1134,74197,306119,DUNLAP,WEBBERVILLE,TX,78653,SUBSTATION,IN SERVICE,TRAVIS,48453,USA,30.275460669,-97.539667395,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016/01/27 00:00:00+00,IMAGERY,2016/01/27 00:00:00+00,5,345.0,69.0,N,N
-11371692.6907,4028446.7039,74198,306120,UNKNOWN306120,LITTLEFIELD,TX,79339,SUBSTATION,NOT AVAILABLE,LAMB,48279,USA,33.997353742,-102.153653504,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/08 00:00:00+00,IMAGERY/OTHER,2018/01/08 00:00:00+00,1,69.0,-999999.0,Y,N
-10976191.7082,4003361.5931,74200,306122,UNKNOWN306122,LAKESIDE CITY,TX,76310,SUBSTATION,IN SERVICE,ARCHER,48009,USA,33.8103245450001,-98.6008077289999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/26 00:00:00+00,IMAGERY,2017/04/26 00:00:00+00,12,345.0,69.0,N,N
-10994922.9988,3812420.0357,74202,306124,UNKNOWN306124,OLDEN,TX,76448,SUBSTATION,IN SERVICE,EASTLAND,48133,USA,32.3733577740001,-98.769073775,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/26 00:00:00+00,IMAGERY,2017/04/26 00:00:00+00,8,138.0,69.0,N,N
-10635095.9691,3467444.7908,74203,306125,JEANETTA,HOUSTON,TX,77036,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.718718989,-95.5366925709999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2016/01/26 00:00:00+00,IMAGERY,2016/01/26 00:00:00+00,8,345.0,69.0,N,N
-10938295.4321,4006538.682,74204,306126,UNKNOWN306126,HENRIETTA,TX,76365,SUBSTATION,IN SERVICE,CLAY,48077,USA,33.8340349220001,-98.260379689,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/18 00:00:00+00,UNVERIFIED,2018/09/18 00:00:00+00,1,-999999.0,-999999.0,N,N
-11005354.0154,3364913.7949,74205,306127,BIG FOOT,BIGFOOT,TX,78057,SUBSTATION,IN SERVICE,FRIO,48163,USA,28.915644108,-98.862777192,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/03/30 00:00:00+00,IMAGERY/OTHER,2017/03/30 00:00:00+00,2,138.0,69.0,Y,Y
-10604256.1613,3802064.0865,74206,306128,UNKNOWN306128,TYLER,TX,75707,SUBSTATION,IN SERVICE,SMITH,48423,USA,32.2947534200001,-95.259653864,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/07/03 00:00:00+00,UNVERIFIED,2018/07/03 00:00:00+00,2,-999999.0,-999999.0,N,N
-11119701.445,3920453.916,74207,306129,UNKNOWN306129,RULE,TX,79547,SUBSTATION,IN SERVICE,HASKELL,48207,USA,33.189273717,-99.889977629,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/11 00:00:00+00,IMAGERY,2017/04/11 00:00:00+00,3,69.0,-999999.0,N,N
-11057500.8087,4056068.2187,74208,306130,UNKNOWN306130,TOLBERT,TX,76384,SUBSTATION,IN SERVICE,WILBARGER,48487,USA,34.202818516,-99.331219806,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/18 00:00:00+00,IMAGERY,2017/04/18 00:00:00+00,3,138.0,69.0,N,N
-10884195.0561,3134974.0643,74209,306131,UNKNOWN306131,SARITA,TX,78385,SUBSTATION,IN SERVICE,KENEDY,48261,USA,27.0920273630001,-97.774387742,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/04/11 00:00:00+00,IMAGERY,2017/04/11 00:00:00+00,3,345.0,138.0,N,N
-11334425.0769,3780147.5787,74210,306132,UNKNOWN306132,STANTON,TX,79782,SUBSTATION,NOT AVAILABLE,MARTIN,48317,USA,32.1281765700001,-101.818872833,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,2,345.0,69.0,Y,Y
-10818354.8977,3960104.9731,74212,306134,UNKNOWN306134,VALLEY VIEW,TX,76272,SUBSTATION,IN SERVICE,COOKE,48097,USA,33.4868506,-97.1829355359999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY,2015/08/14 00:00:00+00,6,138.0,69.0,Y,Y
-10838872.9816,3744898.4832,74213,306135,UNKNOWN306135,LAGUNA PARK,TX,76634,SUBSTATION,IN SERVICE,BOSQUE,48035,USA,31.859626405,-97.36725262,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/08/27 00:00:00+00,IMAGERY,2015/08/27 00:00:00+00,4,345.0,69.0,Y,Y
-10615613.235,3471741.94,74214,306136,POLK,HOUSTON,TX,77002,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.7522380080001,-95.3616761929999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,3,138.0,69.0,N,N
-10930911.3131,3037416.5887,74217,306139,MCCOLL ROAD,EDINBURG,TX,78541,SUBSTATION,NOT AVAILABLE,HIDALGO,48215,USA,26.3091132540001,-98.194047019,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/02/15 00:00:00+00,IMAGERY,2017/02/15 00:00:00+00,2,138.0,69.0,Y,Y
-10797246.9451,3932282.6602,74221,306143,KRUGERVILLE,KRUGERVILLE,TX,76227,SUBSTATION,IN SERVICE,DENTON,48121,USA,33.278153537,-96.993319572,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016/12/21 00:00:00+00,IMAGERY,2016/12/21 00:00:00+00,3,345.0,69.0,N,N
-10656533.3856,3412814.732,74222,306144,DAMON,DAMON,TX,77430,SUBSTATION,IN SERVICE,BRAZORIA,48039,USA,29.291615203,-95.7292681599999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,2,138.0,69.0,N,N
-10763608.1829,3885170.492,74225,306147,UNKNOWN306147,GARLAND,TX,75042,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.9236223620001,-96.69113743,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,1,138.0,69.0,N,N
-10584881.1303,3943574.5933,74226,306148,UNKNOWN306148,TALCO,TX,75487,SUBSTATION,NOT AVAILABLE,TITUS,48449,USA,33.362915484,-95.0856049989999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,1,-999999.0,-999999.0,N,N
-10714309.6151,3703571.7696,74227,306149,UNKNOWN306149,TEAGUE,TX,75860,SUBSTATION,IN SERVICE,FREESTONE,48161,USA,31.5437742230001,-96.24828086,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,1,-999999.0,-999999.0,N,N
-11108257.7024,3818232.1937,74228,306150,ABILENE ELMCREEK,ABILENE,TX,79606,SUBSTATION,IN SERVICE,TAYLOR,48441,USA,32.4174436480001,-99.7871767399999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/24 00:00:00+00,IMAGERY,2017/04/24 00:00:00+00,3,138.0,69.0,N,N
-10966933.5708,3460629.5868,74229,306151,PANTHER SPRINGS,TIMBERWOOD PARK,TX,78260,SUBSTATION,IN SERVICE,BEXAR,48029,USA,29.66553545,-98.517640466,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/01/06 00:00:00+00,IMAGERY,2017/01/06 00:00:00+00,2,138.0,69.0,N,N
-10445917.8914,3678659.454,74230,306152,UNKNOWN306152,HEMPHILL,TX,75948,SUBSTATION,IN SERVICE,SABINE,48403,USA,31.352855661,-93.837276985,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/27 00:00:00+00,UNVERIFIED,2018/08/27 00:00:00+00,1,-999999.0,-999999.0,N,N
-11383250.6345,4154043.6057,74231,306153,UNKNOWN306153,HEREFORD,TX,79045,SUBSTATION,NOT AVAILABLE,DEAF SMITH,48117,USA,34.9275777940001,-102.257480279,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/30 00:00:00+00,IMAGERY/OTHER,2018/01/30 00:00:00+00,1,69.0,-999999.0,Y,N
-11039903.0824,3507423.3632,74232,306154,UNKNOWN306154,KERRVILLE,TX,78028,SUBSTATION,IN SERVICE,KERR,48265,USA,30.030130007,-99.173136741,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/18 00:00:00+00,IMAGERY,2017/04/18 00:00:00+00,2,138.0,69.0,N,N
-10652617.5553,3890278.9559,74237,306159,UNKNOWN306159,EMORY,TX,75440,SUBSTATION,IN SERVICE,RAINS,48379,USA,32.9621339460001,-95.694091658,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,3,138.0,13.8,Y,Y
-11080543.98,3616178.55,74238,306160,UNKNOWN306160,HEXT,TX,76848,SUBSTATION,IN SERVICE,MENARD,48327,USA,30.872320057,-99.5382201359999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,2,69.0,-999999.0,N,N
-10755515.7014,3865548.7105,74241,306163,WEST MESQUITE,MESQUITE,TX,75149,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.775542262,-96.6184414319999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/11 00:00:00+00,IMAGERY,2017/01/11 00:00:00+00,2,138.0,69.0,N,N
-10579747.6962,3464384.4603,74242,306164,UNKNOWN306164,LA PORTE,TX,77571,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.694840691,-95.039490576,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/16 00:00:00+00,IMAGERY,2017/05/16 00:00:00+00,6,138.0,69.0,N,N
-11327790.9668,4115975.136,74243,306165,UNKNOWN306165,TULIA,TX,79088,SUBSTATION,IN SERVICE,SWISHER,48437,USA,34.6467221780001,-101.759277608,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/07/03 00:00:00+00,UNVERIFIED,2018/07/03 00:00:00+00,2,-999999.0,-999999.0,N,N
-10566944.8223,3483737.2507,74246,306168,UNKNOWN306168,MONT BELVIEU,TX,77521,SUBSTATION,IN SERVICE,CHAMBERS,48071,USA,29.8457456150001,-94.924480403,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,2,138.0,69.0,N,N
-10722635.7073,3865101.2297,74250,306172,UNKNOWN306172,TERRELL,TX,75160,SUBSTATION,NOT AVAILABLE,KAUFMAN,48257,USA,32.7721623690001,-96.323075419,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY/OTHER,2018/01/02 00:00:00+00,1,138.0,-999999.0,Y,N
-10901787.5371,3444215.663,74252,306174,UNKNOWN306174,SEGUIN,TX,78155,SUBSTATION,IN SERVICE,GUADALUPE,48187,USA,29.5373313440001,-97.932423688,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,2,138.0,69.0,Y,Y
-11134565.978,3789467.5834,74253,306175,UNKNOWN306175,BRADSHAW,TX,79562,SUBSTATION,IN SERVICE,TAYLOR,48441,USA,32.199050733,-100.023508001,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,3,138.0,69.0,Y,Y
-10505680.9741,3509584.044,74254,306176,CHINA,CHINA,TX,77713,SUBSTATION,IN SERVICE,JEFFERSON,48245,USA,30.0469327920001,-94.374137891,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016/01/27 00:00:00+00,IMAGERY,2016/01/27 00:00:00+00,4,230.0,69.0,N,N
-10772278.4599,3874201.3939,74255,306177,GREENVILLE AVE,DALLAS,TX,75206,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.840872102,-96.769023853,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/11 00:00:00+00,IMAGERY,2017/01/11 00:00:00+00,8,136.0,69.0,N,N
-10438229.5494,3665033.1318,74257,306179,UNKNOWN306179,HEMPHILL,TX,75948,SUBSTATION,IN SERVICE,SABINE,48403,USA,31.2482642800001,-93.768211434,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/27 00:00:00+00,UNVERIFIED,2018/08/27 00:00:00+00,2,-999999.0,-999999.0,N,N
-10729144.3142,3882119.9705,74258,306180,UNKNOWN306180,ROCKWALL,TX,75189,SUBSTATION,NOT AVAILABLE,ROCKWALL,48397,USA,32.9006171560001,-96.38154323,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,0,138.0,69.0,Y,Y
-10779391.0646,3896281.7649,74259,306181,NORTH PARKWAY,DALLAS,TX,75287,SUBSTATION,IN SERVICE,COLLIN,48085,USA,33.007366357,-96.8329174679999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/02/07 00:00:00+00,IMAGERY/OTHER,2017/02/07 00:00:00+00,4,138.0,13.8,N,N
-10505281.1436,3866170.648,74260,306182,UNKNOWN306182,JEFFERSON,TX,75657,SUBSTATION,IN SERVICE,MARION,48315,USA,32.780239641,-94.370546153,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/28 00:00:00+00,IMAGERY,2015/08/28 00:00:00+00,1,138.0,69.0,Y,Y
-10764179.6661,3893070.3899,74261,306183,RICHARDSON SPRING CREEK,RICHARDSON,TX,75082,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.9831708630001,-96.696271151,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/01 00:00:00+00,IMAGERY,2017/05/01 00:00:00+00,2,138.0,13.8,Y,Y
-10962109.7,3338026.2524,74262,306184,SAN MIGUEL,CHRISTINE,TX,78026,SUBSTATION,IN SERVICE,ATASCOSA,48013,USA,28.704005608,-98.474306897,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/02/14 00:00:00+00,IMAGERY,2017/02/14 00:00:00+00,11,345.0,69.0,N,N
-10748021.7445,3335434.9649,74267,306189,UNKNOWN306189,POINT COMFORT,TX,77971,SUBSTATION,IN SERVICE,CALHOUN,48057,USA,28.683586249,-96.551122071,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,5,138.0,69.0,N,N
-10891695.1389,3579057.4698,74268,306190,LEANDER,LEANDER,TX,78641,SUBSTATION,IN SERVICE,WILLIAMSON,48491,USA,30.5856767020001,-97.841762132,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/03 00:00:00+00,IMAGERY,2017/05/03 00:00:00+00,3,138.0,69.0,N,N
-10874719.8788,3554287.4928,74269,306191,MCNEIL,AUSTIN,TX,78758,SUBSTATION,IN SERVICE,TRAVIS,48453,USA,30.393933512,-97.6892707759999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/03 00:00:00+00,IMAGERY,2017/05/03 00:00:00+00,17,138.0,69.0,N,N
-10825434.3601,3234115.9402,74271,306193,UNKNOWN306193,INGLESIDE,TX,78374,SUBSTATION,NOT AVAILABLE,SAN PATRICIO,48409,USA,27.88208831,-97.246531429,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/24 00:00:00+00,IMAGERY,2017/04/24 00:00:00+00,0,138.0,69.0,Y,Y
-11224465.2486,3833303.8374,74273,306195,UNKNOWN306195,HERMLEIGH,TX,79526,SUBSTATION,NOT AVAILABLE,SCURRY,48415,USA,32.53166342,-100.831086889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,1,138.0,69.0,Y,Y
-10607302.7612,3531194.2625,74275,306197,UNKNOWN306197,CONROE,TX,77302,SUBSTATION,NOT AVAILABLE,MONTGOMERY,48339,USA,30.214830218,-95.287021937,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY/OTHER,2018/01/02 00:00:00+00,1,138.0,-999999.0,Y,N
